verdict,response_type,message_is,file_path,expected_verdict,prompt_version
correct_so_far,hint,Þetta er rétt byrjun. Taktu eftir því að teljarinn $16x-5$ er nákvæmlega afleiða nefnarans $8x^2-5x$. Hvaða innsetningu (e. substitution) gætirðu notað til að leysa heildið?,./img/16.png,correct_so_far,v1
incorrect,fix_first,Byrjunin hjá þér er ekki alveg rétt. Mundu að reglan fyrir deifingu á $\log_2(u)$ er $\frac{1}{u \ln(2)} \cdot u'$. Þú þarft því að nota náttúrulega logarann ($\ln$) af grunntölunni í nefnaranum í stað $\log_2$.,./img/17.png,incorrect,v1
correct_so_far,hint,"Þú ert á réttri leið! Reiknaðu næstu tvær afleiður, $f'''(x)$ og $f^{(4)}(x)$, til að átta þig á mynstrinu sem myndast í hornafallinu og hvernig stuðullinn (veldi af 2) vex með hverri afleiðu.",./img/18.png,correct_so_far,v1
correct_so_far,hint,Þetta er rétt hjá þér hingað til. Markgildið \(\lim_{x \to 0} \frac{1-\cos(x)}{3x^2}\) er ennþá á óákvörðuðu formi \(\frac{0}{0}\). Prófaðu að beita reglu L'Hôpitals einu sinni enn.,./img/19.png,correct_so_far,v1
correct_so_far,hint,Þetta er rétt byrjun hjá þér. Næsta skref er að deilda fallið $h(x)$. Þú getur notað keðjuregluna eða einfaldað stæðuna fyrst með því að skrifa kvaðratrótina sem veldi: $h(x) = 2(2e^{3x})^{1/2}$.,./img/20.png,correct_so_far,v1
correct_so_far,hint,Þetta er góð byrjun. Prófaðu að nota hornafallaregluna $\sin^2(x) + \cos^2(x) = 1$ til að skipta út tölunni 1 í jöfnunni þinni.,./img/21.png,correct_so_far,v1
incorrect,explanation,"Það er villa í öðru skrefinu þegar þú margfaldar inn í svigann. Þú gleymdir að margfalda 3 með 2. Dreifireglan gefur $2(x + 3) = 2x + 6$, svo ójafnan ætti að vera $2x + 6 < x$.",./img/22.png,incorrect,v1
incorrect,explanation,"Útreikningurinn er næstum réttur, en það er villa í merkjunum þegar þú sameinar brotin. Þegar þú dregur frá brotið $\frac{-6x+3}{6}$ þarftu að muna að mínusinn fyrir framan brotið á við um allan teljarann. Það þýðir að þú þarft að breyta merkinu á báðum liðum: $-(-6x + 3) = 6x - 3$. Þú skrifaðir hins vegar $+3$ í stað $-3$.",./img/23.png,incorrect,v1
incorrect,explanation,Þetta er ekki alveg rétt. Þegar þú deilir summu með x þarftu að deila báðum liðum teljarans með x. Þú deildir $x^2$ með $x$ en gleymdir að deila $3$ með $x$.,./img/24.png,incorrect,v1
incorrect,explanation,Þú gleymdir $\log(4)$ liðnum þegar þú sameinaðir lograna vinstra megin í jöfnunni. Mundu að $\log(a) + \log(b) + \log(c) = \log(a \cdot b \cdot c)$.,./img/25.png,incorrect,v1
incorrect,explanation,"Þáttunin á $x^2 + 5x + 6$ er ekki rétt hjá þér. Athugaðu að $(x+1)(x+6) = x^2 + 7x + 6$, en miðliðurinn í jöfnunni þinni er $5x$. Þú þarft að finna tvær tölur sem hafa margfeldið 6 og summuna 5 til að þátta rétt.",./img/26.png,incorrect,v1
incorrect,explanation,Lausnin er röng. Í fyrsta lagi breyttir þú $\log_2(3)$ í $\log_2(x)$. Í öðru lagi geturðu ekki notað lograreglur til að sameina liði með mismunandi grunntölu ($\\ln$ og $\log_2$). Byrjaðu á því að einangra $\\ln(x+5)$ í upprunalegu jöfnunni.,./img/27.png,incorrect,v1
incorrect,explanation,"Lausnin er röng. Villan kemur fram í öðru skrefinu þegar þú einfaldar veldin af a. Þegar þú margfaldar saman $a^6$ og $a^{1/2}$ áttu að leggja veldisvísana saman ($6 + 0,5 = 6,5$), en ekki deila í þá eða sleppa $a^{1/2}$ hlutanum.",./img/28.png,incorrect,v1
incorrect,explanation,"Þetta er næstum rétt, en það er ein mikilvæg villa. Þegar þú deilir báðum hliðum ójöfnu með neikvæðri tölu (eins og þú gerðir með -4), þá verður þú að snúa ójöfnumerkinu við. Þess vegna ætti merkið að breytast úr > í <.",./img/29.png,incorrect,v1
incorrect,explanation,"Lausnin er rétt þar til þú finnur $t = -1$. Villuna er að finna í síðasta skrefinu. Ef $t = x^2$ og $t = -1$, þá færðu $x^2 = -1$. Engin rauntala í öðru veldi getur verið neikvæð, svo jafnan á sér enga rauntölulausn. Gildið $x = -1$ er rangt þar sem $(-1)^2 = 1$.",./img/30.png,incorrect,v1
incorrect,explanation,"Þetta er ekki alveg rétt. Heildið af $\sin(x)$ er $-\cos(x)$, en ekki $\cos(x)$. Þú þarft að gæta að formerkjunum þegar þú notar hlutheildunarformúluna $\int u \, dv = uv - \int v \, du$.",./img/31.png,incorrect,v1
incorrect,fix_first,Þú hefur víxlað x- og y-gildunum í formúlunni fyrir hallatölu. Mundu að hallatalan (h) er reiknuð sem breyting á y-gildi deilt með breytingu á x-gildi: $h = \frac{y_2 - y_1}{x_2 - x_1}$.,./img/32.png,incorrect,v1
incorrect,fix_first,"Það er villa í fyrsta skrefinu í hlutheilduninni. Ef þú notar formúluna \(\int u \, dv = uv - \int v \, du\) með \(u = e^x\) og \(dv = \cos(x) dx\), þá er \(v = \sin(x)\). Athugaðu formerkin og gildin í fyrsta liðnum hjá þér.",./img/33.png,incorrect,v1
incorrect,fix_first,Þegar þú margfaldar inn í svigann þarftu að margfalda 2 við báða liðina inni í honum. Mundu að margfalda 2 við bæði x og -3.,./img/34.png,incorrect,v1
incorrect,fix_first,Þú gerðir villu í síðasta skrefinu. Þegar þú losar þig við logaritmann þarftu að muna að $\log(A) = B$ jafngildir $A = 10^B$. Prófaðu að leiðrétta hægri hlið jöfnunnar.,./img/35.png,incorrect,v1
incorrect,fix_first,Það er villa í þáttuninni hjá þér. $x^2 - 4$ er ekki það sama og $(x - 2)^2$. Notaðu regluna um mismun tveggja ferninga ($a^2 - b^2$) til að þátta teljarann aftur áður en þú styttir brotið.,./img/36.png,incorrect,v1
fully_solved,full_solution,"Hér er skref-fyrir-skref lausn dæmisins:\n\n1. Þáttaðu teljarann $x^2 - 9$ með því að nota samokuregluna ($a^2 - b^2 = (a-b)(a+b)$):\n   $x^2 - 9 = (x - 3)(x + 3)$\n\n2. Settu þáttuðu stæðuna aftur inn í brotið:\n   $\frac{(x - 3)(x + 3)}{x - 3}$\n\n3. Styttu út sameiginlega þáttinn $(x - 3)$ úr teljara og nefnara. Þar sem ekki má deila með núlli, verðum við að setja skilyrðið $x \neq 3$.\n\n4. Eftir stendur einfaldaða stæðan:\n   $x + 3, \, x \neq 3$",./img/37.png,fully_solved,v1
fully_solved,full_solution,"Hér er fulllausn á dæminu: 1) Finnum formmengi: Skilyrðin $x-1 > 0$ og $x+3 > 0$ gefa $x > 1$. 2) Sameinum lograna með reglunni $\log(a) + \log(b) = \log(ab)$, svo $\log((x-1)(x+3)) = 2$. 3) Breytum jöfnunni í veldisform: $(x-1)(x+3) = 10^2$, sem einfaldast í $x^2 + 2x - 3 = 100$ eða $x^2 + 2x - 103 = 0$. 4) Notum lausnarformúlu annars stigs jöfnu: $x = \frac{-2 \pm \sqrt{2^2 - 4 \cdot 1 \cdot (-103)}}{2} = \frac{-2 \pm \sqrt{416}}{2}$. Þar sem $\sqrt{416} = 4\sqrt{26}$, fæst $x = -1 \pm 2\sqrt{26}$. 5) Vegna skilyrðisins $x > 1$ er neikvæða rótin útilokuð, svo eina lausnin er $x = -1 + 2\sqrt{26}$.",./img/38.png,fully_solved,v1
fully_solved,full_solution,"Hér er fulllausn á dæminu sem staðfestir að útreikningar þínir eru réttir:\n\nJafnan er $|2x - 3| = x + 1$. Við leysum hana með því að skoða tvö tilfelli:\n\n1) Ef $2x - 3 \ge 0$ (þ.e. $x \ge \frac{3}{2}$):\n$2x - 3 = x + 1$\n$x = 4$\nÞar sem $4 \ge 1,5$ er þetta gild lausn.\n\n2) Ef $2x - 3 < 0$ (þ.e. $x < \frac{3}{2}$):\n$-(2x - 3) = x + 1$\n$-2x + 3 = x + 1$\n$-3x = -2$\n$x = \frac{2}{3}$\nÞar sem $\frac{2}{3} < 1,5$ er þetta líka gild lausn.\n\nSamantekt: Lausnirnar eru $x = \frac{2}{3}$ og $x = 4$. Vel gert!",./img/39.png,fully_solved,v1
fully_solved, explanation, Frábært verk! Þetta er alveg rétt leyst hjá þér. Þú beittir keðjureglunni rétt og afleiðan er hárrétt.,./img/40.png,fully_solved,v1
fully_solved,full_solution,"Hér er skref-fyrir-skref lausn:\n\n1. Notum hlutheildun: $\int u \, dv = uv - \int v \, du$.\n2. Látum $u = x$ og $dv = \sin(x) dx$. Þá er $du = dx$ og $v = -\cos(x)$.\n3. Setjum inn í formúluna:\n$\int x \sin(x) dx = x(-\cos(x)) - \int (-\cos(x)) dx$\n4. Einföldum og heildum:\n$-x \cos(x) + \int \cos(x) dx = -x \cos(x) + \sin(x) + C$\n\nLausnin þín er alveg rétt.",./img/41.png,fully_solved,v1
fully_solved,explanation,Vel gert! Þetta er alveg rétt leyst. Þú þáttaðir teljarann rétt með samokureglunni og styttir út sameiginlega svigann.,./img/42.png,fully_solved,v1
fully_solved,explanation,"Lausnin þín er alveg rétt! Þú fannst núllstöðvarnar rétt, prófaðir gildi á hverju bili til að ákvarða formerkin og settir fram lokasvarið á nákvæman hátt. Það er vel gert hjá þér að nota hornklofa fyrir -1 og 2 þar sem ójafnan er \ge 0, en opinn sviga fyrir 4 þar sem deiling með núlli er ekki leyfð.",./img/43.png,fully_solved,v1
fully_solved,explanation,"Þetta er alveg rétt hjá þér! Þú hefur teiknað fleygbogann $f(x) = x^2$ nákvæmlega með topppunkt í punktinum $(0,0)$.",./img/44.png,fully_solved,v1
fully_solved,hint,Þetta er alveg rétt hjá þér! Þú hefur leyst jöfnuna rétt. Sem næsta skref geturðu prófað að setja $12$ inn fyrir $x$ í upprunalegu jöfnuna til að staðfesta að báðar hliðar séu jafnar.,./img/45.png,fully_solved,v1
fully_solved,explanation,Þetta er fullkomlega rétt hjá þér. Þú hefur beitt margfeldisreglunni rétt og afleiðan af tan(x) er einnig rétt.,./img/46.png,fully_solved,v1
incorrect,fix_first,Skoðaðu fyrsta skrefið þitt. Þegar þú umritar fallið þá er $\frac{x^2+1}{\tan x}$ ekki það sama og $(x^2+1) \tan x$. Prófaðu að nota deilingarregluna (quotient rule) beint á fallið eða umritaðu það rétt áður en þú notar margföldunarregluna.,./img/47.png,incorrect,v1
correct_so_far,explanation,"Þetta er rétt hjá þér hingað til. Þú hefur liðað vinstri hliðina rétt og stytt út $x^2$ báðum megin, sem gefur jöfnuna $x - 6 = -1$. Nú þarftu bara að klára að einangra $x$.",./img/48.png,unclear,v1
correct_so_far,hint,Til að byrja með er gott að losna við nefnarann í brotinu. Prófaðu að margfalda alla liði jöfnunnar með 3.,./img/49.png,correct_so_far,v1
correct_so_far,hint,Til þess að byrja er best að losna við brotið. Prófaðu að margfalda alla liði jöfnunnar með 3. Mundu að margfalda bæði 4 og x líka.,./img/50.png,correct_so_far,v1
